Název vysoké školy,Rezortní identifikátor,Název fakulty nebo pracoviště,Název studijního programu,Kód studijního programu,Název studijního oboru,Kód studijního oboru,Počet absolventů v rámci Královéhradeckého kraje za rok 2022,Název vyššího územního samosprávného celku,Kód vyššího územního samosprávného celku dle číselníku ČSÚ,Název okresu,Kód okresu dle číselníku ČSÚ,Název správního obvodu obce s rozšířenou působností,Kód správního obvodu obce s rozšířenou působností dle číselníku ČSÚ,Název obce,Kód obce dle číselníku ČSÚ,Název ulice,Číslo popisné nebo evidenční podle typu čísla domovního,Typ čísla domovního,Číslo orientační,PSČ,Webové stránky,Zápis vektorové geometrie,Zeměpisná délka v souřadnicovém systému WGS84,Zeměpisná šířka v souřadnicovém systému WGS84,Jedinečný identifikátor v katalogu otevřených dat Data KHK,ID,x2,y2
Česká zemědělská univerzita v Praze,41110,Provozně ekonomická fakulta,Hospodářská politika a správa,B6202,,,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Veverkova ,1343,č.p.,,50002,https://www.pef.czu.cz/cs/r-17582-uchazeci/r-19592-centra-vzdelavani-v-regionech/r-10033-cv-hradec-kralove,POINT(50.2064533  15.8148219),15.8148219,50.2064533,AVS1,1,1760497.92089432,6482106.98218762
Česká zemědělská univerzita v Praze,41110,Provozně ekonomická fakulta,Hospodářská politika a správa,N6202,,,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Veverkova ,1343,č.p.,,50002,https://www.pef.czu.cz/cs/r-17582-uchazeci/r-19592-centra-vzdelavani-v-regionech/r-10033-cv-hradec-kralove,POINT(50.2064533  15.8148219),15.8148219,50.2064533,AVS2,2,1760497.92089432,6482106.98218762
Česká zemědělská univerzita v Praze,41110,Provozně ekonomická fakulta,Hospodářská politika a správa,B6202,Veřejná správa a regionální rozvoj,6202R065,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Veverkova ,1343,č.p.,,50002,https://www.pef.czu.cz/cs/r-17582-uchazeci/r-19592-centra-vzdelavani-v-regionech/r-10033-cv-hradec-kralove,POINT(50.2064533  15.8148219),15.8148219,50.2064533,AVS3,3,1760497.92089432,6482106.98218762
Česká zemědělská univerzita v Praze,41110,Provozně ekonomická fakulta,Hospodářská politika a správa,N6202,Veřejná správa a regionální rozvoj,6202T065,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Veverkova ,1343,č.p.,,50002,https://www.pef.czu.cz/cs/r-17582-uchazeci/r-19592-centra-vzdelavani-v-regionech/r-10033-cv-hradec-kralove,POINT(50.2064533  15.8148219),15.8148219,50.2064533,AVS4,4,1760497.92089432,6482106.98218762
Česká zemědělská univerzita v Praze,41110,Provozně ekonomická fakulta,Veřejná správa a regionální rozvoj,B0312A050002,,,44,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Veverkova ,1343,č.p.,,50002,https://www.pef.czu.cz/cs/r-17582-uchazeci/r-19592-centra-vzdelavani-v-regionech/r-10033-cv-hradec-kralove,POINT(50.2064533  15.8148219),15.8148219,50.2064533,AVS5,5,1760497.92089432,6482106.98218762
Česká zemědělská univerzita v Praze,41110,Provozně ekonomická fakulta,Veřejná správa a regionální rozvoj,N0312A050002,,,49,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Veverkova ,1343,č.p.,,50002,https://www.pef.czu.cz/cs/r-17582-uchazeci/r-19592-centra-vzdelavani-v-regionech/r-10033-cv-hradec-kralove,POINT(50.2064533  15.8148219),15.8148219,50.2064533,AVS6,6,1760497.92089432,6482106.98218762
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Anglický jazyk se zaměřením na vzdělávání,B0114A090004,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS7,7,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Český jazyk a literatura se zaměřením na vzdělávání,B0114A090005,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS8,8,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Etická výchova se zaměřením na vzdělávání,B0114A300052,,,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS9,9,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Filologie,B7310,,,35,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS10,10,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Filologie,P7310,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS11,11,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Filologie,B7310,Cizí jazyky pro cestovní ruch - anglický jazyk,7310R228,13,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS12,12,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Filologie,B7310,Cizí jazyky pro cestovní ruch - německý jazyk,7310R230,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS13,13,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Filologie,B7310,Jazyková a literární kultura,7202R001,20,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS14,14,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Filologie,P7310,Teorie a dějiny české literatury,8106V004,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS15,15,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Hra na nástroj se zaměřením na vzdělávání,B0114A300054,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS16,16,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Hudební kultura se zaměřením na vzdělávání,B0114A300055,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS17,17,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Humanitní studia,B6107,,,22,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS18,18,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Humanitní studia,B6107,Transkulturní komunikace,7507R090,22,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS19,19,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Pedagogika předškolního věku se zaměřením na děti se speciálními potřebami,N0112A300001,,,22,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS20,20,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Předškolní a mimoškolní pedagogika,N7531,,,8,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS21,21,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Předškolní a mimoškolní pedagogika,N7531,Pedagogika předškolního věku,7501T010,8,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS22,22,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,,,189,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS23,23,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,N7507,,,74,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS24,24,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,P7507,,,5,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS25,25,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Český jazyk se zaměřením na vzdělávání,7507R037,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS26,26,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Grafická tvorba - multimédia,7507R057,13,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS27,27,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Historie se zaměřením na vzdělávání,7105R056,16,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS28,28,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Hudební kultura se zaměřením na vzdělávání,7507R029,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS29,29,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,P7507,Hudební teorie a pedagogika,7501V005,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS30,30,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,P7507,Informační a komunikační technologie ve vzdělávání,7507V066,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS31,31,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Náboženská výchova a etika,7501R023,8,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS32,32,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Ruský jazyk se zaměřením na vzdělávání,7507R060,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS33,33,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Sociální komunikace v neziskovém sektoru,7507R095,12,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS34,34,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Sociální patologie a prevence,7502R008,57,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS35,35,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,N7507,Sociální pedagogika,7502T011,63,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS36,36,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Sociální pedagogika se zaměřením na výchovnou práci v etopedických zařízeních,7505R023,30,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS37,37,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Společenské vědy se zaměřením na vzdělávání,7507R030,7,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS38,38,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Tělesná výchova a sport se zaměřením na vzdělávání,7507R043,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS39,39,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Učitelství praktického vyučování,7504R271,10,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS40,40,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Učitelství pro mateřské školy,7531R001,16,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS41,41,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,N7507,Učitelství výtvarné výchovy pro základní umělecké školy a střední školy,7504T338,11,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS42,42,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Uměleckopedagogické studium - textilní tvorba,7507R006,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS43,43,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Výtvarná tvorba se zaměřením na vzdělávání,7507R032,5,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS44,44,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Speciální pedagogika,B7506,,,44,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS45,45,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Speciální pedagogika,B7506,Speciální pedagogika – intervence,7506R052,22,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS46,46,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Speciální pedagogika,B7506,Výchovná práce ve speciálních zařízeních,7506R025,22,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS47,47,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Tělesná výchova se zaměřením na vzdělávání,B0114A300058,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS48,48,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Transkulturní komunikace,N0288A100001,,,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS49,49,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro 2. stupeň základních škol,N0114A300051,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS50,50,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro mateřské školy,B0112A300001,,,19,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS51,51,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N0114A300053,,,14,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS52,52,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,,,14,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS53,53,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - dějepis,7504T256,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS54,54,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - hudební výchova,7504T259,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS55,55,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - informatika,7504T261,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS56,56,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - tělesná výchova,7504T265,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS57,57,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - výtvarná výchova,7504T266,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS58,58,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - základy společenských věd,7504T267,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS59,59,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - základy techniky,7504T113,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS60,60,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,,,101,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS61,61,1761823.68036992,6482639.46982209
